6.023307437644485063e-01,-4.890502268138056108e-01,9.420957448723131789e-01,-2.666594045459947937e-01,1.201798792218237155e-01,-1.106515122393703088e-01,2.457309345265763501e-01,1.824548923045816728e-01,2.602257141188558665e-01,6.262968314296067929e-01,1.000000000000000000e+00
5.825799971510143838e-01,-3.798245909990840552e-01,5.862094515080981116e-01,-3.422785633113643033e-01,5.121059551983916380e-01,-2.355146418597837688e-01,5.468614735493750878e-01,5.702207357312534253e-01,3.750810794486073574e-01,6.042172155132730094e-01,1.000000000000000000e+00
7.604901198061986278e-01,5.720134871891241479e-01,6.741484813935680886e-01,-6.706929977758646633e-02,2.300724974596701777e-01,-2.748281204943747724e-01,5.295521727074494756e-01,7.066812737544851952e-01,5.419299064918295938e-01,5.503896281001651181e-01,1.000000000000000000e+00
4.645425778588547772e-01,3.564731129864717740e-02,6.710833543796774769e-01,-1.297356971776336687e-01,3.411743127996324509e-01,-9.459655617761009161e-02,-1.863610035124476649e-01,4.880236615479804918e-01,2.095206906675605163e-01,4.635180523050002610e-01,1.000000000000000000e+00
-6.404007870032141225e-01,-2.816228121332138290e-01,-5.791741118935664900e-01,4.435617119897428684e-01,-2.213370057914254563e-02,-3.093428288900641476e-01,4.285626456647551041e-01,-3.971287640546685704e-01,-4.762769853806200770e-01,-7.103213972254407427e-01,-1.000000000000000000e+00
-6.681026237504389398e-01,-5.486664180769342813e-01,-4.298825539036899013e-01,1.716914174723411790e-01,-4.571854956317945584e-01,-6.125069605841781950e-01,-1.966097382778060343e-01,-4.236650414882354720e-01,-5.655197970128775786e-01,-6.654812149658302367e-01,-1.000000000000000000e+00
-9.184461679900866038e-01,-3.448793593398861712e-01,-6.733869899146562865e-01,5.312156299451664676e-01,-6.444112071950156562e-01,4.882650554649927699e-01,-3.849830249593331200e-01,-1.837667619836467203e-01,-4.612306514126259804e-01,-5.303566036100795245e-01,-1.000000000000000000e+00
-6.082019473000042087e-01,-2.281544225176646012e-02,-6.484975234241058262e-01,3.113771528428263546e-01,-4.631519136845732021e-01,9.758756390429401684e-02,5.400822206572570838e-01,2.905044382653452217e-01,-3.883308947592154503e-01,-3.555949619609356516e-01,-1.000000000000000000e+00
-6.209364051927200867e-01,-9.994061443409640866e-02,-5.845648647171298729e-01,5.716934198089695940e-01,-5.939281879785276441e-01,-1.543810506009912764e-02,-1.345761023858895733e-01,-2.529977286336118070e-01,-7.963001293724145668e-01,-3.750506449081074667e-01,-1.000000000000000000e+00
6.784429523970954001e-01,9.995649940582629345e-02,6.479810520222514247e-01,-4.154780927709407212e-01,2.745474434927950846e-01,-1.593587038748562890e-01,6.158152096765050487e-01,4.240059674572087545e-01,6.623769444152328711e-01,4.557763486891077687e-01,1.000000000000000000e+00
-6.704189638844205712e-01,-1.443896619664651881e-01,-6.531004820393402355e-01,4.508781413200385058e-01,-6.139858355955312152e-01,2.457133881323159130e-01,-6.270335696110963530e-01,-1.869284706370474280e-01,-3.665365119324592857e-01,-6.912875422195616792e-01,-1.000000000000000000e+00
6.300800580728991296e-01,1.120017660131941151e-01,7.898542827076262540e-01,-2.488556830913620788e-01,5.651475663489303747e-01,-7.778870207572263773e-02,3.884626858281237105e-02,2.964219846313098650e-01,6.273342793971218301e-01,8.217015278646065957e-01,1.000000000000000000e+00
4.139232412533310757e-01,-2.662210151925971102e-01,6.534925523250539880e-01,-7.775440643627822279e-01,6.996835341237621630e-01,1.090691665537657506e-02,3.238344472648557737e-01,2.264919539614960176e-01,5.660540851237571003e-01,5.414596678305287902e-01,1.000000000000000000e+00
-7.571415145354036813e-01,-5.293921541848627399e-01,-6.174791204750753604e-01,5.741527706586631030e-01,-5.078610708588742195e-01,3.721544881311296127e-01,2.766423725263418287e-01,-3.283073105824727556e-01,-8.991758166409419273e-01,-7.605817334057960455e-01,-1.000000000000000000e+00
-6.997043671621852035e-01,1.231948630983636939e-02,-6.750586894446339858e-01,4.359276139611878431e-01,-4.545242035828483962e-01,6.218948499000278574e-01,8.478904155397404274e-02,-1.977781400818244828e-01,-6.067811551527630964e-01,-5.773979466475425149e-01,-1.000000000000000000e+00
5.795201778912266732e-01,-4.059502667071283044e-01,7.665903040345256603e-01,-1.394605226801681752e-01,7.369096739919834826e-01,-7.278108010756723090e-02,-2.776325974556936860e-01,1.482196097912531485e-01,3.889650475470928237e-01,4.832686733037941385e-01,1.000000000000000000e+00
7.197611584790682970e-01,4.397099981191682216e-01,6.580589027811407643e-01,-5.125216248679287379e-01,3.527922845745564695e-01,1.547964443634350928e-01,3.553719410289668534e-01,3.215946988185793831e-01,7.834931477686218892e-01,7.847844790930201819e-01,1.000000000000000000e+00
-6.332180375956372176e-01,-1.326682594632211387e-02,-7.144643616145169851e-01,8.160608788946855929e-01,-8.167004700090949587e-01,-2.867671154731654681e-02,3.197356186558351077e-01,-1.000000000000000000e+00,-7.793672972519638531e-01,-4.992390863236511045e-01,-1.000000000000000000e+00
-7.449647286938876345e-01,2.331918229722207414e-02,-6.703264454047194176e-01,6.841011702288644081e-01,-5.701961222965236109e-01,-1.958321616102027818e-01,2.563422400729087336e-01,-4.647914793836415148e-01,-5.820154375870600916e-01,-7.504466129443447819e-01,-1.000000000000000000e+00
-5.768223131779095514e-01,-2.518201170847289005e-01,-6.386457319519390774e-01,4.565371314522252422e-01,-6.056060795617693726e-01,-4.182813474711633006e-01,3.445386991230341422e-01,-3.650181352936863188e-01,-7.849480733435365565e-01,-2.969632462882839663e-01,-1.000000000000000000e+00
7.607344290005827459e-01,6.896388201504405346e-01,8.323250236756535303e-01,-8.957104909985664776e-01,3.993013656803652833e-01,-7.356316661541906221e-02,1.614584677577197702e-01,-2.595870400184252524e-02,5.594266030820461699e-01,6.217945055968788770e-01,1.000000000000000000e+00
7.868470746677908023e-01,1.720503757944374934e-01,7.666852766858985868e-01,-4.803472128420860354e-01,7.060571027251321130e-01,1.393094394923160007e-01,4.018738542993793850e-02,2.893651108462982346e-01,7.457089331227179096e-01,4.826466515756197007e-01,1.000000000000000000e+00
-6.524043051813687155e-01,7.743628044275208122e-02,-7.383738184518793268e-01,4.501932297141799100e-01,-4.312585007861634567e-01,-5.153981686418487307e-01,-2.238398958825502660e-01,-7.773723411151225449e-01,-5.518126840048200865e-01,-6.380773652050948375e-01,-1.000000000000000000e+00
7.178024016663924201e-01,2.417940395189872582e-01,7.787444408552168795e-01,-3.638821452926774835e-01,2.733932825052765025e-01,1.211098465101601018e-01,-3.434527046249257198e-01,5.180070949798591950e-01,6.264246989409273381e-01,6.254244950769960454e-01,1.000000000000000000e+00
7.489305204628763368e-01,-1.035162645859333264e-02,8.297660849420993578e-01,-5.939331310545130638e-01,3.638275214577288974e-01,-1.168008676121494727e-01,7.509225973605937465e-01,2.989527488534367006e-01,6.980241086514659132e-01,4.812586799382421177e-01,1.000000000000000000e+00
-7.465664802475227013e-01,3.103883988510047764e-02,-6.510209032606287805e-01,2.145397465578662288e-01,-4.003397424067138832e-01,1.500156427457166597e-01,2.162399068897564725e-01,-6.107926615765172373e-01,-7.246428194057001893e-01,-6.640223507429281469e-01,-1.000000000000000000e+00
6.472443784968642255e-01,3.033993825004897005e-01,6.107183320767662904e-01,-1.930937687091428545e-01,4.009450920685407316e-01,-1.448390144492424092e-01,1.226536252403620519e-01,2.045675542661582469e-01,3.282388631731832929e-01,5.893553410612489829e-01,1.000000000000000000e+00
5.544522415455117592e-01,-8.892065696106854489e-02,8.010303233771255416e-01,-2.978300970183436203e-01,4.270636794005130965e-01,-3.323792600673756148e-01,-3.382554096788175091e-01,2.715572709586926425e-01,1.787686861006917427e-01,5.446358577106317211e-01,1.000000000000000000e+00
7.017772295789064252e-01,3.991735914198745183e-01,9.115772049630617158e-01,-4.409554424850645749e-01,5.302493965897734363e-01,3.063212832324269108e-02,4.390478165809068578e-01,2.468433588824396896e-01,3.792127149251088847e-01,5.133266779253552459e-01,1.000000000000000000e+00
6.940636521432959061e-01,-2.494223465166158227e-01,7.439969949511738845e-01,-3.542639565669558621e-01,2.917419909618205742e-01,4.615416229659019542e-02,4.253054014248121018e-01,3.537493253323864550e-02,5.849092827297902586e-01,4.050606589554267556e-01,1.000000000000000000e+00
6.952869570907186381e-01,7.170517196112192737e-01,7.433978823270666059e-01,-5.332680588506029107e-01,9.016747967223689431e-01,6.163176583820817456e-03,-2.462526303076830736e-01,2.801420096064637377e-01,5.815874499968248790e-01,3.815834369140534976e-01,1.000000000000000000e+00
-6.877765565040205864e-01,-2.697650298823578985e-01,-8.051419996231335974e-01,4.214169092582084608e-01,-8.289547233006837601e-01,-3.273316587707553182e-02,5.678897028101654865e-01,-6.145190711948533835e-02,-8.462479743271166255e-01,-6.740226039766863408e-01,-1.000000000000000000e+00
